PN,Descrition,Host PN,CAAC,FAA,EASA,CMM,OEM,MRO
P01074-155CD,LIFE PRESERVER,,I/R/O,,,25-60-30,EAM,HZ
P01074-155D,LIFE PRESERVER,,I/R/O,,,25-60-30,EAM,HZ
P01074-155W,LIFE PRESERVER,,I/R/O,,,25-60-30,EAM,HZ
P01074-155WC,LIFE PRESERVER,,I/R/O,,,25-60-30,EAM,HZ
P01074-155WCD,LIFE PRESERVER,,I/R/O,,,25-60-30,EAM,HZ
P01074-157WCR,LIFE PRESERVER,,I/R/O,,,25-60-30,EAM,HZ
P01074-157WR,LIFE PRESERVER,,I/R/O,,,25-60-30,EAM,HZ
P01074-159,LIFE PRESERVER,,I/R/O,,,25-60-30,EAM,HZ
P01074-159C,LIFE PRESERVER,,I/R/O,,,25-60-30,EAM,HZ
P01074-159CD,LIFE PRESERVER,,I/R/O,,,25-60-30,EAM,HZ
P01074-159D,LIFE PRESERVER,,I/R/O,,,25-60-30,EAM,HZ
P0723-4-101,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-101C,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-101P,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-101PC,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-101PW,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-101PWC,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-101W,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-101WC,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-103,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-103C,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-103P,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-103PC,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-103PW,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-103PWC,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-103W,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-103WC,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-105,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-105C,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-107P,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-107PC,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-109,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-10PC,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-111,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
P0723-4-111C,LIFE PRESERVER,,I/R/O,,,25-60-33,EASTERN,HZ
CA980-0000,LIFE PRESERVERS,,I/R/O,,,25-61-01,XIAMEN,HZ
XMF0100/,LIFE PRESERVERS,,I/R/O,,,25-61-01,XIAMEN,HZ
XMF0100-1W,LIFE PRESERVERS,,I/R/O,,,25-61-01,XIAMEN,HZ
XMF0400-1,LIFE PRESERVERS,,I/R/O,,,25-61-01,XIAMEN,HZ
S-71850-( ),LIFE PRESERVER,,I/R/O,,,25-61-27,Switlik,HZ
P01400-103,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-103C,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-103D,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-103W,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-103WC,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-103WD,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-201,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-201C,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-201D,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-201W,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-201WC,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-201WD,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-203,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-203C,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-203D,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-203W,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-203WC,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-203WD,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-205,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-205C,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-205D,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-205W,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-205WC,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-205WD,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-207,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-207C,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-207D,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-207W,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-207WC,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-207WD,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-209,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-209C,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-209D,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-301,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-301C,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-301D,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-301W,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-301WC,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
P01400-301WD,LIFE PRESERVER,,I/R/O,,,25,EAM,HZ
RSS-301,LIFE PRESERVER,,I/R/O,,,25,REGENT,HZ
RSS-302,LIFE PRESERVER,,I/R/O,,,25,REGENT,HZ
RSS-303,LIFE PRESERVER,,I/R/O,,,25,REGENT,HZ
S-21100-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21150-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21200-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21250-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21300-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21350-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21400-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21450-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21600-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21650-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21700-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21750-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21800-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21850-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21900-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
S-21950-( ),LIFE PRESERVER,,I/R/O,,,25,Switlik,HZ
D21343-101,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-103,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-105,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-117,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-127,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-141,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-149,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-151,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-153,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-163,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-175,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-177,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-181,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-185,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-187,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-189,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-191,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-193,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-195,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21343-197,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-101,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-103,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-105,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-115,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-117,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-123,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-129,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-135,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-139,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-145,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-147,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-151,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-187,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-189,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-191,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-193,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-195,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
D21344-197,LIFE PRESERVERS,,I/R/O,,,25-64-03,AIR,HZ
66601-101,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-103,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-105,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-107,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-109,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-111,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-113,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-117,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-119,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-121,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-123,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-125,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-133,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-135,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-149,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-157,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-177,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-201,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-203,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-205,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-207,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-401,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-402,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-410,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-412,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-501,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-503,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-505,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-507,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-509,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-511,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-513,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-517,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-519,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-521,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-523,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-533,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-535,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-549,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-557,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-577,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-601,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-603,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-605,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-607,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-801,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-802,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-810,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
66601-812,LIFE PRESERVER,,I/R/O,,,25-64-05,Air Cruisers,HZ
216200-0,LIFE PRESERVERS,,I/R/O,,,25-65-03,AERAZUR,HZ
216203-0,10 PERSON LIFERAFT RESERVOIR AND VALVE ASSEMBLY,,I/R/O,,,25-65-06,AERAZUR,HZ
HS3701-Series,LIFE PRESERVER,,I/R/O,,,25自编-HS3701-Series,ZODIAC,HZ
P01400-101,LIFE PRESERVER,,I/R/O,,,25自编-P01400-101,EAM,HZ
P01400-101C,LIFE PRESERVER,,I/R/O,,,25自编-P01400-101,EAM,HZ
P01400-101D,LIFE PRESERVER,,I/R/O,,,25自编-P01400-101,EAM,HZ
P01400-101W,LIFE PRESERVER,,I/R/O,,,25自编-P01400-101,EAM,HZ
P01400-101WC,LIFE PRESERVER,,I/R/O,,,25自编-P01400-101,EAM,HZ
P01400-101WD,LIFE PRESERVER,,I/R/O,,,25自编-P01400-101,EAM,HZ
100-9750,PORTABLE FIRE EXTINGUISHER,,I/R/O,,,100-9750,FLAG,HZ
100-9750N,PORTABLE FIRE EXTINGUISHER,,I/R/O,,,100-9750,FLAG,HZ
RN-DP15081-1,CHARGE UNIT ,,I/R/O/M,,,24-30-XX,成都锐能,HZ
2613109,MAIN WHEEL ASSEMBLY,,I/R,,,32-40-14,Honeywell,HZ
2600545,SELF-LOCKING NUT,,I/R,,,32-40-14/32-49-01,HONEYWELL,HZ
2612513,MAIN WHEEL ASSEMBLY,,I/R,,,32-40-14/32-49-01,Honeywell,HZ
2612725,Main Break Assembly,,I/R,,,32-40-15,Honeywell,HZ
2612875,Main Break Assembly,,I/R,,,32-40-15,Honeywell,HZ
2612553-1（2612509）,Main Break Assembly,,I/R,,,32-40-15,Honeywell,HZ
2612555-620,Main Break Assembly,,I/R,,,32-40-15,Honeywell,HZ
2612555-660,Main Break Assembly,,I/R,,,32-40-15,Honeywell,HZ
2612555-700,Main Break Assembly,,I/R,,,32-40-15,Honeywell,HZ
808574-7,PRSOV/ ENGINE ANTI-ICE,,I/R,,,30-21-07,UTC,HZ
808574-8,PRSOV/ ENGINE ANTI-ICE,,I/R,,,30-21-07,UTC,HZ
2616655-1（2616583）,Main Break Assembly,,I/R,,,32-40-15,Honeywell,HZ
A35162,Sleeve/Piston,,I/R,,,32-41-05,SAFRAN,HZ
A35169,PIN/ ADJUSTER,,I/R,,,32-41-05,SAFRAN,HZ
A35321,Housing/Spring,,I/R,,,32-41-05,SAFRAN,HZ
20-793,Pin/ Adjuster,,I/R,,,32-41-27,GOODRICH,HZ
54-687,Sleeve/ Adjuster,,I/R,,,32-41-27,GOODRICH,HZ
20-784,Pin/ Adjuster,,I/R,,,32-41-42,GOODRICH,HZ
GG670-80002-9,PRESSURE REGULATING VALVE,,I/R,,,36-11-91,LIEBHERR,HZ
474276,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
474453,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
30100022-1,lavatory fire extinguisher,,I/R/O,,,26-25-04,PACIFIC,HZ
30100022-16,lavatory fire extinguisher,,I/R/O,,,26-25-04,PACIFIC,HZ
30100022-2,lavatory fire extinguisher,,I/R/O,,,26-25-04,PACIFIC,HZ
30100022-20,lavatory fire extinguisher,,I/R/O,,,26-25-04,PACIFIC,HZ
30100022-3,lavatory fire extinguisher,,I/R/O,,,26-25-04,PACIFIC,HZ
30100022-33,lavatory fire extinguisher,,I/R/O,,,26-25-04,PACIFIC,HZ
30100022-4,lavatory fire extinguisher,,I/R/O,,,26-25-04,PACIFIC,HZ
30100022-5,lavatory fire extinguisher,,I/R/O,,,26-25-04,PACIFIC,HZ
30100022-6,lavatory fire extinguisher,,I/R/O,,,26-25-04,PACIFIC,HZ
30100022-7,lavatory fire extinguisher,,I/R/O,,,26-25-04,PACIFIC,HZ
30100022-8,lavatory fire extinguisher,,I/R/O,,,26-25-04,PACIFIC,HZ
474453-1,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A800100-1,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A800100-2,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A800100-3,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A800100-4,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A800100-5,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A800100-6,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A800100-7,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A800100-8,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A800100-9,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A825100-1,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A825100-10,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A825100-11,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A825100-2,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A825100-3,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A825100-4,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A825100-5,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A825100-6,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A825100-7,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A825100-8,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A825100-9,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
A826700-1,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G800100-1,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G800100-2,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G800100-3,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G800100-4,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G800100-5,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G800100-6,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G800100-7,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G800100-8,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G800100-9,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G825100-1,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G825100-10,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G825100-11,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G825100-2,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G825100-3,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G825100-4,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G825100-5,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G825100-6,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G825100-7,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G825100-8,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G825100-9,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
G826700-1,lavatory fire extinguisher,,I/R/O,,,26-25-04,KIDDE,HZ
33600005-1,FIRE EXTINGUSHER,,I/R/O,,,26-20-03,PACIFIC,HZ
33600005-3,FIRE EXTINGUSHER,,I/R/O,,,26-20-03,PACIFIC,HZ
34100005-1,FIRE EXTINGUSHER,,I/R/O,,,26-20-04,PACIFIC,HZ
34600016,FIRE EXTINGUISHERS,,I/R/O,,,26-20-06,MEGGITT,HZ
34600017,FIRE EXTINGUISHERS,,I/R/O,,,26-20-06,MEGGITT,HZ
34600025-1,FIRE EXTINGUISHERS,,I/R/O,,,26-20-06,MEGGITT,HZ
870317,EXTINGUISHER LIQUID TYPE,,I/R/O,,,26-20-20,KIDDE,HZ
871685,EXTINGUISHER LIQUID TYPE,,I/R/O,,,26-20-20,KIDDE,HZ
890017,EXTINGUISHER LIQUID TYPE,,I/R/O,,,26-20-20,KIDDE,HZ
890275,EXTINGUISHER LIQUID TYPE,,I/R/O,,,26-20-20,KIDDE,HZ
891318,EXTINGUISHER LIQUID TYPE,,I/R/O,,,26-20-20,KIDDE,HZ
892480,EXTINGUISHER LIQUID TYPE,,I/R/O,,,26-20-20,KIDDE,HZ
893948,EXTINGUISHER LIQUID TYPE,,I/R/O,,,26-20-20,KIDDE,HZ
899074,IRE EXTINGUISHER CONTAINER,,I/R/O,,,26-20-81,KIDDE,HZ
899486,IRE EXTINGUISHER CONTAINER,,I/R/O,,,26-20-81,KIDDE,HZ
899074-1,IRE EXTINGUISHER CONTAINER,,I/R/O,,,26-20-81,KIDDE,HZ
899486-1,IRE EXTINGUISHER CONTAINER,,I/R/O,,,26-20-81,KIDDE,HZ
899486-2,IRE EXTINGUISHER CONTAINER,,I/R/O,,,26-20-81,KIDDE,HZ
472931-2,Fire Extinguisher Containers,,I/R/O,,,26-20-84,KIDDE,HZ
472931-3,Fire Extinguisher Containers,,I/R/O,,,26-20-84,KIDDE,HZ
472625-1,FIRE EXTINGUISHERS,,I/R/O,,,26-20-85,KIDDE,HZ
472625-2,FIRE EXTINGUISHERS,,I/R/O,,,26-20-85,KIDDE,HZ
472625-3,FIRE EXTINGUISHERS,,I/R/O,,,26-20-85,KIDDE,HZ
466040,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-21-39,KIDDE,HZ
466090,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-21-39,KIDDE,HZ
898052,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-21-39,KIDDE,HZ
473474-1,FIRE EXTINGUISHER,,I/R/O,,,26-21-44,KIDDE,HZ
473474-2,FIRE EXTINGUISHER,,I/R/O,,,26-21-44,KIDDE,HZ
473474-3,FIRE EXTINGUISHER,,I/R/O,,,26-21-44,KIDDE,HZ
473854-1,FIRE EXTINGUISHER,,I/R/O,,,26-21-53,KIDDE,HZ
473854-2,FIRE EXTINGUISHER,,I/R/O,,,26-21-53,KIDDE,HZ
473854-3,FIRE EXTINGUISHER,,I/R/O,,,26-21-53,KIDDE,HZ
473876-1,FIRE EXTINGUISHER,,I/R/O,,,26-21-54,KIDDE,HZ
473876-2,FIRE EXTINGUISHER,,I/R/O,,,26-21-54,KIDDE,HZ
473876-3,FIRE EXTINGUISHER,,I/R/O,,,26-21-54,KIDDE,HZ
473850-1,FIRE EXTINGUISHER,,I/R/O,,,26-21-62,KIDDE,HZ
473850-2,FIRE EXTINGUISHER,,I/R/O,,,26-21-62,KIDDE,HZ
473957,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-21-63,KIDDE,HZ
473957-1,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-21-63,KIDDE,HZ
473957-2,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-21-63,KIDDE,HZ
473957-3,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-21-63,KIDDE,HZ
473957-4,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-21-63,KIDDE,HZ
473957-5,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-21-63,KIDDE,HZ
473957-6,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-21-63,KIDDE,HZ
473957-7,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-21-63,KIDDE,HZ
33700002,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-22-30,PACIFIC,HZ
33700005,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-22-30,PACIFIC,HZ
33700006-1,FIRE EXTINGUISHER CONTAINERS,,I/R/O,,,26-22-30,PACIFIC,HZ
33000027-1,72 CUBIC INCH FIRE EXTINGUISHER,,I/R/O,,,26-22-46,KIDDE,HZ
475130-1,FIRE EXTINGUISHER,,I/R/O,,,26-22-48,KIDDE,HZ
475131-1,630 CUBIC INCH SINGLE OUTLET FIRE EXTINGUISHERS,,I/R/O,,,26-22-49,KIDDE,HZ
34600042-1,FIRE EXTINGUISHER,,I/R/O,,,26-22-50,PACIFIC,HZ
34600056-1,FIRE EXTINGUISHER,,I/R/O,,,26-22-50,PACIFIC,HZ
34600010,FIRE EXTINGUISHER,,I/R/O,,,26-23-20,PACIFIC,HZ
